,title,publication,date,exclude,MWPS,MStopWPS,sentence_per_article,Burnet,Doherty,BlakelyThompson,mean_sent,title_word_count,title_stop_words,title_sent,title_fear,mean_title_sent
585, System under stress," South Coast Register; Nowra, N.S.W."," Sep 22, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.006817653,3,1,-1,0,-0.333333333
586, System under stress," Goulburn Post; Goulburn, N.S.W."," Sep 22, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.006817653,3,1,-1,0,-0.333333333
587, Pandemic pressure: Can NSW rural and regional health cope?," Port Macquarie News; Port Macquarie, N.S.W."," Sep 22, 2021",0,26.21428571,9.404761905,42,,Doherty,,0.00623658,11,1,-1,0,-0.090909091
588, Pandemic pressure: Can NSW rural and regional health cope?," Port Macquarie News; Port Macquarie, N.S.W."," Sep 22, 2021",0,26.02325581,9.255813953,43,,Doherty,,0.005864393,11,1,-1,0,-0.090909091
589, Ballarat hits 50% fully-vaccinated benchmark," The Courier; Ballarat, Vic."," Sep 22, 2021",0,33.75,10.92857143,28,,Doherty,Blakely,0.045276087,6,0,0,0,0
590, Push beyond 80 per cent vax rates needed: report," The Bendigo Advertiser; Bendigo, Vic."," Sep 22, 2021",0,27.75,7.95,20,,Doherty,Blakely,0.035360275,10,0,0,0,0
591, 241 Victorians hospitalised with COVID-19 as Treasurer slams 'reprehensible' protestors," The Standard; Warrnambool, Vic."," Sep 22, 2021",1,27.2,8.8,5,,,,0.018333333,11,2,0,0,0
592, bordermail.com.au comments," The Border Mail; Albury-Wodonga, N.S.W."," Sep 22, 2021",0,22.36,8.28,25,,Doherty,,0.052278286,2,0,0,0,0
593, A rocky path towards reopening," The Age; Melbourne, Vic."," Sep 22, 2021",0,20.98039216,6.490196078,51,,Doherty,,0.015804448,5,0,0,0,0
594," Bleak toll warning for NSW, Victoria’s freedom meets roadblocks"," The New Zealand Herald; Auckland, New Zealand"," Sep 21, 2021",0,28.10526316,9.473684211,19,,Doherty,,0.009951919,12,2,1,1,0.083333333
595, Pandemic a 'fire' on many fronts: expert:   exclusive," Sydney Morning Herald; Sydney, N.S.W."," Sep 21, 2021",0,30.6,10.7,20,,Doherty,,0.025067849,11,2,1,0,0.090909091
596, Staffing tight as hospitals brace for hit," Sydney Morning Herald; Sydney, N.S.W."," Sep 21, 2021",0,31.15789474,9.421052632,19,Burnet,,,0.030375461,7,2,-1,0,-0.142857143
597," Drip-feeding our rights is so very, very wrong"," Herald Sun; Melbourne, Vic."," Sep 21, 2021",0,25.45945946,9.324324324,37,Burnet,,,-0.005004745,9,5,-1,0,-0.111111111
598, Herald Sun," Herald Sun; Melbourne, Vic."," Sep 21, 2021",0,31.55555556,10.88888889,27,Burnet,,,0.040101125,2,0,0,0,0
599, OPEN UP AT 80 OR FACE AN ‘ABYSS’," The Gold Coast Bulletin; Southport, Qld."," Sep 21, 2021",0,33.46153846,10.76923077,13,,Doherty,,0.020745921,10,0,0,0,0
600," Victoria records 71 local COVID-19 cases, Melbourne told to consider 'soft lockdown':   Premier Daniel Andrews says people should book in to get the jab as soon as possible as the state grapples to pull its worsening Delta outbreak under control. Out of 71 new local cases, only 16 were quarantined while infectious.", ABC Premium News; Sydney," Aug 22, 2021",1,23.26315789,8.315789474,19,,,,0.000777271,58,16,-1,1,-0.017241379
601, Covid-19 surge no threat to vaccine goal: Paul Kelly," The Australian (Online); Canberra, A.C.T."," Aug 22, 2021",0,30.36111111,10.97222222,36,,Doherty,,0.02062535,10,2,0,1,0
602, Qld wants to see new reopening modelling, AAP General News Wire; Sydney," Aug 22, 2021",0,29.28571429,11.28571429,7,,,,-0.004344194,7,1,0,0,0
603, Reopening vaccine deal continues to fray, AAP General News Wire; Sydney," Aug 22, 2021",1,24.57142857,8.142857143,7,,,,0.038223623,6,1,1,0,0.166666667
604, Morrison hopes for pandemic 'gear change', AAP General News Wire; Sydney," Aug 22, 2021",0,33.5,13,6,,Doherty,,0.02717299,7,1,-1,2,-0.142857143
605, Vaccination impact on lockdown questioned, AAP Bulletin Wire; Sydney," Aug 22, 2021",0,24.74193548,7.935483871,31,,Doherty,,0.039580064,5,1,0,0,0
606," 'Lockdown is working': ACT records eight new Covid cases, all in isolation"," The Canberra Times; Canberra, A.C.T."," Aug 22, 2021",1,20.625,7.416666667,24,,,,0.014387136,15,3,0,0,0
607, How to stop spread of Delta: jab all teenagers," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,35.45454545,11.96969697,33,,Doherty,Blakely,0.026985538,10,3,0,0,0
608, PM urges states to stick to deal on lockdowns," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,26.14814815,8.925925926,27,,Doherty,,0.021648263,9,3,1,0,0.111111111
609," Coronavirus Australia live news: CMO says no need for revamp of reopening plan, NSW records 830 cases; ACT records 19 cases; Victoria 65 new cases"," The Australian (Online); Canberra, A.C.T."," Aug 21, 2021",1,35.36363636,11.43939394,66,,Doherty,,0.008560323,29,3,0,0,0
610," Cops injured, use new weapon on bleakest day"," The Australian (Online); Canberra, A.C.T."," Aug 21, 2021",1,25.81395349,8.325581395,43,,,,0.017986192,9,1,-1,1,-0.111111111
611, Vaccination impact on lockdown questioned, AAP General News Wire; Sydney," Aug 21, 2021",1,24.75,6.75,4,,,,0.068228873,5,1,0,0,0
612, How to stop spread of Delta: jab all teenagers," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,35.45454545,11.96969697,33,,Doherty,Blakely,0.026985538,10,3,0,0,0
613, PM urges states to stick to deal on lockdowns," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,26.14814815,8.925925926,27,,Doherty,,0.021648263,9,3,1,0,0.111111111
614, Herald Sun," Herald Sun; Melbourne, Vic."," Aug 21, 2021",0,20.20408163,7.12244898,49,,Doherty,,0.013157098,2,0,0,0,0
615, Qld may drop COVID zero after 80 pc jabbed, AAP Bulletin Wire; Sydney," Aug 21, 2021",0,27.76,9.72,25,,Doherty,,0.016322103,9,1,0,0,0
616, Barr leads national cabinet push on childhood vaccines," The Canberra Times; Canberra, A.C.T."," Aug 21, 2021",0,26.30434783,9.695652174,23,,Doherty,,0.066611456,8,1,2,0,0.25
617, Vaccines vital but they won't solve everything," The Age; Melbourne, Vic."," Aug 21, 2021",0,24.80769231,10.03846154,26,,Doherty,,0.018475957,8,2,1,0,0.125
618," Cops fire non-lethal rounds, scores arrested"," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",1,27.94117647,8.529411765,17,,,,0.024377367,7,0,0,1,0
619, How to stop spread of Covid-19 Delta variant: jab all teenagers," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",0,41.09677419,14.09677419,31,,Doherty,Blakely,0.028366555,12,3,0,0,0
620, Scott Morrison urges states to stick to deal on Covid-19 lockdowns," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",0,29.7037037,10.55555556,27,,Doherty,,0.025093569,11,3,1,0,0.090909091
621," Coronavirus Australia live news: NSW records 644 new cases, 4 deaths as Sydney lockdown extended; Victoria records 55 new local cases"," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",1,33.22222222,10.22222222,9,,,,0.009657098,24,1,0,0,0
622, Qld may drop COVID zero after 80 pc jabbed, AAP General News Wire; Sydney," Aug 20, 2021",1,30.42857143,10.14285714,7,,,,-0.014288291,9,1,0,0,0
623, PM warns premiers not to break jab deal, AAP General News Wire; Sydney," Aug 20, 2021",0,21.1,7.1,10,,,,0.064264706,8,2,1,0,0.125
624, Treasurer warns states on lockdown support, AAP Bulletin Wire; Sydney," Aug 20, 2021",0,23.30434783,7.52173913,23,,Doherty,,0.040088947,6,1,0,0,0
625, Business leader backs vaccination message," Port Macquarie News; Port Macquarie, N.S.W."," Aug 20, 2021",0,19.1875,5.8125,16,,Doherty,,0.072986327,5,0,1,0,0.2
626," Doherty Institute expert says modelling for reopening relies on low COVID case numbers:   Victoria's strategy remains squarely focused on returning to zero cases, while NSW's message is that it's learning to live with Delta ""earlier than others"".", ABC Premium News; Sydney," Aug 19, 2021",0,31.72413793,11.65517241,29,,Doherty,,0.025431504,45,11,2,2,0.044444444
627," Coronavirus Australia live news: 50pc national jab milestone; NSW records 681 cases, 57 in Victoria"," The Australian (Online); Canberra, A.C.T."," Aug 19, 2021",1,29.1,9.5,10,,,,0.021111111,18,1,0,0,0
628," Covid-19 Australia: NSW records 681 new cases, one death; Victorian outbreak grows"," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 19, 2021",1,25.6,9.466666667,15,,Doherty,,0.044148594,15,0,-1,1,-0.066666667
629, Treasurer warns states on lockdown support, AAP General News Wire; Sydney," Aug 19, 2021",0,25,7.545454545,11,,Doherty,,0.047721843,6,1,0,0,0
630, Australia smashes daily virus case record, AAP Bulletin Wire; Sydney," Aug 19, 2021",0,21.66666667,6.916666667,24,Burnet,,,-0.00262789,6,0,-2,1,-0.333333333
631, Most workers support vaccination passports," The Australian; Canberra, A.C.T."," Aug 19, 2021",0,26.55555556,8.388888889,18,,Doherty,Thompson,0.052037702,5,0,0,0,0
632, Australia smashes daily virus case record, AAP General News Wire; Sydney," Aug 19, 2021",0,22.13636364,7.136363636,22,Burnet,,,-0.005139516,6,0,-2,1,-0.333333333
633, Australia smashes daily virus case record, AAP General News Wire; Sydney," Aug 19, 2021",0,20.78571429,6.857142857,14,Burnet,,,-0.019168955,6,0,-2,1,-0.333333333
634, Experts face battle to keep areas on target," Sydney Morning Herald; Sydney, N.S.W."," Aug 19, 2021",0,25.45454545,8.318181818,22,,Doherty,,0.022002875,8,2,-1,0,-0.125
635, Focus will be on key areas in bid to reach 70% vaccination level," The Age; Melbourne, Vic."," Aug 19, 2021",0,26.57692308,8.576923077,26,,Doherty,,0.015266783,14,5,1,0,0.071428571
636, NSW surge threatens Victoria's zero target," The Age; Melbourne, Vic."," Aug 19, 2021",0,26.83333333,8.285714286,42,Burnet,,,-0.006720987,7,0,0,0,0
637," Victoria records 57 new local COVID-19 cases, 44 quarantined while infectious:   Premier Daniel Andrews says the h ighest daily number of infections so far this year, with most in quarantine, shows the ""system working exactly as it should work"".", ABC Premium News; Sydney," Aug 18, 2021",0,27.13432836,8.537313433,67,,Doherty,Blakely,0.024940738,46,12,0,2,0
638, Most workers support Covid-19 vaccination passports," The Australian (Online); Canberra, A.C.T."," Aug 18, 2021",0,27.5625,8.75,16,,Doherty,Thompson,0.055701505,6,0,0,0,0
639, Coronavirus Australia live news: NSW peaks again with 633 cases: Vic records 24 new local cases; NZ situation worsens," The Australian (Online); Canberra, A.C.T."," Aug 18, 2021",1,30.47619048,9.095238095,84,,,,0.023826405,22,2,0,0,0
640, Covid-19 Australia: Victoria and Tasmania restricts travel from NZ as Peter Dutton sends troops to NSW-QLD border," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 18, 2021",0,27.98019802,9.693069307,101,,Doherty,,0.043713771,18,4,0,0,0
641, Australia on track for catastrophe: expert, AAP General News Wire; Sydney," Aug 18, 2021",0,21.2,6.4,10,Burnet,,,-0.043003565,7,2,0,1,0
642," Greater Sydney's new COVID rules 'confusing' residents in Central Coast, Blue Mountains and Illawarra:   The tightening of Greater Sydney's lockdown rules prompts debate about how they apply in the fringe regions of the Central Coast, Illawarra and Blue Mountains.", ABC Premium News; Sydney," Aug 18, 2021",0,23.23333333,7.2,30,Burnet,,,0.004439699,46,11,1,0,0.02173913
643, Top End ponders kid care strategy," The Australian; Canberra, A.C.T."," Aug 18, 2021",0,30.11764706,10.58823529,17,Burnet,Doherty,,0.012901364,6,0,0,0,0
644, Top End ponders kid care strategy," The Australian; Canberra, A.C.T."," Aug 18, 2021",0,30.11764706,10.58823529,17,Burnet,Doherty,,0.012901364,6,0,0,0,0
645, Jabs likely to wane but are boosters fair?," The Age; Melbourne, Vic."," Aug 18, 2021",0,23.75,8.071428571,28,,Doherty,,-0.008182554,9,3,0,0,0
646, Booster ethics queried amid jab inequality," Sydney Morning Herald; Sydney, N.S.W."," Aug 18, 2021",0,24,8.2,25,,Doherty,,-0.028971395,6,0,0,1,0
647, Overnight success or overreach: Views divided on curfew," The Age; Melbourne, Vic."," Aug 18, 2021",0,31.625,10.6875,16,,,Thompson,-0.017044075,9,2,1,0,0.111111111
648, Northern Territory ponders children Covid-19 care strategy," The Australian (Online); Canberra, A.C.T."," Aug 17, 2021",0,29.9375,10.6875,16,Burnet,Doherty,,0.012198037,7,0,0,0,0
649, Covid-19 Australia: Labor senator Katy Gallagher in ‘strict quarantine’ as daughter tests positive for Covid," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 17, 2021",0,25.625,8.840909091,88,,Doherty,,0.014286488,18,3,1,1,0.055555556
650," Victorian Premier Daniel Andrews says Covid-19 vaccination, testing ‘best way forward’"," News.com.au; Sydney, N.S.W."," Aug 17, 2021",0,29,11.72222222,18,,Doherty,,0.042058081,14,0,1,0,0.071428571
651, No clarity on opening up state with 80pc coverage," The Courier - Mail; Brisbane, Qld."," Aug 17, 2021",0,26.375,10.125,8,,Doherty,,0.023439755,9,3,0,0,0
652, No clarity on opening up state with 80pc coverage," The Courier - Mail; Brisbane, Qld."," Aug 17, 2021",0,26.375,10.125,8,,Doherty,,0.023439755,9,3,0,0,0
653, No clarity on opening up state with 80pc coverage," The Courier - Mail; Brisbane, Qld."," Aug 17, 2021",0,26.375,10.125,8,,Doherty,,0.023439755,9,3,0,0,0
654, Business leader backs vaccination message in fight against COVID," Port Macquarie News; Port Macquarie, N.S.W."," Aug 17, 2021",0,22.29166667,6.791666667,24,,Doherty,,0.0632911,9,2,0,1,0
655, Curfew back as the city teeters on 'cliff edge'," The Age; Melbourne, Vic."," Aug 17, 2021",0,26.43243243,9.162162162,37,Burnet,,,0.006492156,10,3,0,0,0
656," 22 new Covid cases; Melbourne curfew returns, lockdown extended for two weeks", Herald Sun (Online); Melbourne," Aug 16, 2021",1,27.72,9.9,50,,,,0.010774974,14,1,0,0,0
657, Annastacia Palaszczuk tight-lipped on Covid strategy once Queensland reaches vaccination target," The Courier - Mail (Online); Brisbane, Qld."," Aug 16, 2021",0,33.52631579,12.52631579,19,,Doherty,,0.023143916,11,2,0,0,0
658," Coronavirus Australia live news: NSW records 478 cases, 7 deaths; Melbourne’s curfew back with 22 new Vic cases; 19 cases in ACT, NT snap lockdowns"," The Australian (Online); Canberra, A.C.T."," Aug 16, 2021",1,29.42857143,9.89010989,91,,,,0.014778687,32,3,0,0,0
659, ‘Can I finish?’: Gladys Berejiklian fires up over zero covid in NSW," News.com.au; Sydney, N.S.W."," Aug 16, 2021",0,34.52380952,13.28571429,21,,Doherty,,0.010477784,16,3,0,0,0
660," Pfizer COVID vaccination available for 16-29 age group in WA as border restrictions row flares up:   The COVID-19 vaccination program in WA is expanded to include people aged 16 to 29, as the Prime Minister questions Premier Mark McGowan's suggestion the state's borders could be shut even after vaccination rates hit 80 per cent.", ABC Premium News; Sydney," Aug 16, 2021",0,25.74358974,8.615384615,39,,Doherty,,0.029393986,59,13,-1,0,-0.016949153
661, National concern mounts as virus persists, AAP General News Wire; Sydney," Aug 16, 2021",1,19.91666667,6.25,12,,,,-0.043018084,6,1,-1,0,-0.166666667
662, National concern mounts as virus persists, AAP Bulletin Wire; Sydney," Aug 16, 2021",0,21.61538462,7,26,,Doherty,,0.020737304,6,1,-1,0,-0.166666667
663, Youth in Pole position," The Courier - Mail; Brisbane, Qld."," Aug 16, 2021",0,26,9.1875,16,,Doherty,,0.03781754,4,1,0,0,0
664, Business anger as state goes it alone on borders," The Australian; Canberra, A.C.T."," Aug 16, 2021",0,26.65,9,20,,Doherty,,0.015586333,9,3,-1,0,-0.111111111
665, National concern mounts as virus persists, AAP General News Wire; Sydney," Aug 16, 2021",0,21.61538462,7,26,,Doherty,,0.020737304,6,1,-1,0,-0.166666667
666, Business anger as state goes it alone on borders," The Australian; Canberra, A.C.T."," Aug 16, 2021",0,26.65,9,20,,Doherty,,0.015586333,9,3,-1,0,-0.111111111
667," NSW, the iso state"," Herald Sun; Melbourne, Vic."," Aug 16, 2021",0,34.125,12.875,16,,Doherty,,0.02838787,5,1,0,0,0
668," NSW, the iso state"," Herald Sun; Melbourne, Vic."," Aug 16, 2021",0,34.125,12.875,16,,Doherty,,0.02838787,5,1,0,0,0
669, Youth in Pole position," The Courier - Mail; Brisbane, Qld."," Aug 16, 2021",0,26,9.1875,16,,Doherty,,0.03781754,4,1,0,0,0
670, Zero virus cases never the goal: Morrison, AAP Bulletin Wire; Sydney," Aug 16, 2021",0,21.52173913,7.217391304,23,,Doherty,,0.027561136,8,1,-1,0,-0.125
671, Zero virus cases never the goal: Morrison, AAP General News Wire; Sydney," Aug 16, 2021",0,21.52173913,7.217391304,23,,Doherty,,0.027561136,8,1,-1,0,-0.125
672, Primary school children face long wait for vaccines," Newcastle Herald; Newcastle, N.S.W."," Aug 16, 2021",0,27.40625,9.59375,32,,Doherty,,0.021032844,8,1,-1,0,-0.125
673, Deal for 1m more Pfizer doses 'just not enough': premiers," The Canberra Times; Canberra, A.C.T."," Aug 16, 2021",0,25.69230769,8.923076923,26,,Doherty,,0.04790937,12,3,0,0,0
674, Deal for 1m more Pfizer doses 'just not enough': premiers," The Canberra Times; Canberra, A.C.T."," Aug 16, 2021",0,25.69230769,8.923076923,26,,Doherty,,0.04790937,12,3,0,0,0
675, Andrews set to extend lockdown," The Age; Melbourne, Vic."," Aug 16, 2021",0,30.225,11.2,40,,Doherty,,0.039312137,5,1,1,0,0.2
676, Nation locates 1 million new Pfizer doses," Sydney Morning Herald; Sydney, N.S.W."," Aug 16, 2021",0,26.54545455,9.136363636,22,,Doherty,,0.01652037,7,0,0,0,0
677, Covid-19 Australia: Mark McGowan hits back after Scott Morrison accuses him of acting ‘against the country’s interests’," News.com.au; Sydney, N.S.W."," Aug 15, 2021",0,25.54285714,9.142857143,35,,Doherty,,0.025057705,22,6,0,0,0
678, Businesses groups urge McGowan to ‘stick to the plan’ to reopen Australia," The Australian (Online); Canberra, A.C.T."," Aug 15, 2021",0,27.5,9.444444444,18,,Doherty,,0.017318148,14,4,0,0,0
679," 22 new Covid cases; Melbourne curfew returns, lockdown extended for two weeks", Herald Sun (Online); Melbourne," Aug 15, 2021",1,27.72,9.9,50,,,,0.010774974,14,1,0,0,0
680," Qld to get 139,000 Pfizer shots from Australia’s 1m dose deal with Poland"," The Courier - Mail (Online); Brisbane, Qld."," Aug 15, 2021",0,27.42857143,9.928571429,14,,Doherty,,0.027831785,15,4,1,0,0.066666667
681, Premiers’ conflicting strategies will lead to a nation in chaos," The Australian (Online); Canberra, A.C.T."," Aug 15, 2021",0,22.21875,7.28125,32,,Doherty,,0.018189541,11,4,-1,1,-0.090909091
682, Tweed border: Major Gold Coast school loses 28 teachers to tough NSW border restrictions., The Gold Coast Bulletin (Online); Southport," Aug 15, 2021",0,39.16666667,13.77777778,36,,Doherty,,-0.004067478,16,1,-1,0,-0.0625
683," Covid-19 Australia: V ictoria faces new curfew, rules; NSW has 7 deaths, 478 cases"," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 15, 2021",0,23.40939597,8.322147651,149,,Doherty,,0.023953534,18,1,0,0,0
684," Coronavirus Australia live news: NSW clocks up five million jabs amid 415 new cases, four deaths; PM secures additional Pfizer from Poland; 25 new cases in Victoria"," The Australian (Online); Canberra, A.C.T."," Aug 15, 2021",1,33.58333333,10.54166667,24,,,,0.016509001,31,3,0,0,0
685, Zero virus cases never the goal: Morrison, AAP General News Wire; Sydney," Aug 15, 2021",0,21.72727273,7.272727273,22,,Doherty,,0.031275533,8,1,-1,0,-0.125
686," Australia to receive 1 million mor e Pfizer COVID-19 vaccine doses from Poland, young people in Sydney to be prioritised:   Prime Minister Scott Morrison says young people in COVID affected parts of Sydney will be given priority access to new doses of the Pfizer vaccine, with the vaccines to begin arriving in Australia tonight.", ABC Premium News; Sydney," Aug 15, 2021",0,25.38235294,8.382352941,34,,Doherty,,0.02681304,58,16,4,0,0.068965517
687, NSW crisis risks hopes of opening the nation," Sunday Age; Melbourne, Vic."," Aug 15, 2021",0,25.39534884,8.11627907,43,,Doherty,Blakely,-0.00359289,8,2,-1,0,-0.125
688, Reopening in danger unless cases hit zero:   EXCLUSIVE," Sun Herald; Sydney, N.S.W."," Aug 15, 2021",0,26.64,8.8,25,,Doherty,Blakely,0.01913091,9,1,-2,1,-0.222222222
689, Let’s embrace uncertainty to make sense of these times," Weekend Australian; Canberra, A.C.T."," Aug 14, 2021",0,21.61165049,7.961165049,103,,Doherty,,0.018854234,11,4,2,0,0.181818182
690, Children and Delta," The Press; Christchurch, New Zealand"," Aug 14, 2021",0,26.375,8.895833333,48,,Doherty,,0.007816247,3,1,0,0,0
691, National plan to manage COVID-19 into the future," The Camden Haven Courier; Laurieton, N.S.W."," Aug 14, 2021",0,22.53333333,6.2,15,,Doherty,,0.044762191,8,3,1,0,0.125
692, COVID vaccines and kids: a complex equation," Sydney Morning Herald; Sydney, N.S.W."," Aug 14, 2021",0,23.54545455,8.363636364,44,,Doherty,,0.028746214,8,2,0,0,0
693, Fortress Australia:   Explainer," Sydney Morning Herald; Sydney, N.S.W."," Aug 14, 2021",0,23.44,8.22,100,,Doherty,Blakely,0.000793056,4,0,0,0,0
694, Premier Daniel Andrews sets new vaccination target as 15 new cases emerge, Herald Sun (Online); Melbourne," Aug 13, 2021",1,21.19512195,7.268292683,41,,,,0.051014383,12,1,0,0,0
695, Kiwis opt for caution as the world battles to open up," The Australian; Canberra, A.C.T."," Aug 13, 2021",0,26.07142857,9.214285714,28,,Doherty,,0.02485695,11,5,-1,1,-0.090909091
696, Delta 'Super Six' blitz," The Transcontinental; Port Augusta, S. Aust."," Aug 13, 2021",0,25.21153846,9.057692308,52,,Doherty,,0.050733218,5,0,0,0,0
697, Delta 'Super Six' blitz," The Examiner; Launceston, Tas."," Aug 13, 2021",0,25.21153846,9.057692308,52,,Doherty,,0.050733218,5,0,0,0,0
698, Delta 'Super Six' blitz," The Examiner; Launceston, Tas."," Aug 13, 2021",0,25.21153846,9.057692308,52,,Doherty,,0.050733218,5,0,0,0,0
699, Delta 'Super Six' blitz," The Examiner; Launceston, Tas."," Aug 13, 2021",0,25.21153846,9.057692308,52,,Doherty,,0.050733218,5,0,0,0,0
700, Tasmanians are playing part in Covid fight," The Mercury; Hobart Town, Tas."," Oct 25, 2021",0,24.55555556,9.722222222,18,,Doherty,,0.07555512,7,2,-1,1,-0.142857143
701, Shooting down the prophets of doom," The Daily Telegraph; Surry Hills, N.S.W."," Oct 25, 2021",0,24.5,8.090909091,22,,Doherty,,0.063103325,6,3,-1,1,-0.166666667
702, Shooting down the prophets of doom," The Daily Telegraph; Surry Hills, N.S.W."," Oct 25, 2021",0,24.5,8.090909091,22,,Doherty,,0.063103325,6,3,-1,1,-0.166666667
703, Shooting down the prophets of doom," The Daily Telegraph; Surry Hills, N.S.W."," Oct 25, 2021",0,24.5,8.090909091,22,,Doherty,,0.063103325,6,3,-1,1,-0.166666667
704, We must dispel vaccination apathy to remain safe," The Courier - Mail; Brisbane, Qld."," Oct 23, 2021",0,25.2,9.3,30,,Doherty,,-0.02106148,8,1,-1,0,-0.125
705, We must dispel vaccination apathy to remain safe," The Courier - Mail; Brisbane, Qld."," Oct 23, 2021",0,25.2,9.3,30,,Doherty,,-0.02106148,8,1,-1,0,-0.125
706," Out of its darkest place, a city’s long walk to freedom"," Weekend Australian; Canberra, A.C.T."," Oct 23, 2021",0,26.76785714,10.35714286,56,Burnet,,,0.011819087,14,5,1,0,0.071428571
707, Worst of Covid hit is over: big banks," Weekend Australian; Canberra, A.C.T."," Oct 23, 2021",0,32.69767442,11.02325581,43,,Doherty,,0.032323296,9,3,-1,0,-0.111111111
708," Out of its darkest place, Melbourne’s long walk to freedom"," The Australian (Online); Canberra, A.C.T."," Oct 22, 2021",0,27.15384615,10.51923077,52,Burnet,,,0.012728248,13,4,1,0,0.076923077
709, Big banks: The worst of Covid is behind us," The Australian (Online); Canberra, A.C.T."," Oct 22, 2021",0,32.30952381,10.88095238,42,,Doherty,,0.035141867,10,2,0,0,0
710, Victorian government under pressure over outdoor mask mandates as scientific study criticised," News.com.au; Sydney, N.S.W."," Oct 22, 2021",0,33.61904762,13.14285714,21,Burnet,,,0.025035205,12,3,0,1,0
711, Vax passport has no guarantees," The Cairns Post; Cairns, Qld."," Oct 22, 2021",0,28.03703704,10.88888889,27,Burnet,,,-0.014501956,5,2,0,0,0
712, Mandatory health worker jabs face new legal challenge," The Daily Telegraph; Surry Hills, N.S.W."," Oct 22, 2021",0,36.5,11.6,10,,Doherty,,0.009493677,8,0,0,1,0
713, Pro-vax doesn’t mean to hell with democracy," Herald Sun; Melbourne, Vic."," Oct 22, 2021",0,30,11.53125,32,Burnet,,,-0.015031689,9,4,0,1,0
714, Mandatory health worker jabs face new legal challenge," The Daily Telegraph; Surry Hills, N.S.W."," Oct 22, 2021",0,36.5,11.6,10,,Doherty,,0.009493677,8,0,0,1,0
715, Debating masks impact," The Age; Melbourne, Vic."," Oct 22, 2021",0,20.71428571,6.285714286,14,Burnet,,,0.057487463,3,0,0,0,0
716, Mask mandates for young kids are not backed by science and should be ditched, Herald Sun (Online); Melbourne," Oct 21, 2021",0,32.92857143,12.64285714,14,Burnet,,,0.004215038,14,7,1,0,0.071428571
717," GPs brace for COVID-19 case surge as Melbourne exits lockdown:   With Melbourne's COVID-19 case numbers still in the thousands, general practitioners like Simon Benson are preparing to get even busier as the lockdown ends.", ABC Premium News; Sydney," Oct 21, 2021",0,29.6097561,10.02439024,41,Burnet,,,0.046096096,38,8,0,2,0
718," As Victoria reopens, experts are warning people not to expect to be told about COVID exposures:   As vaccination rates hit milestones and case numbers grow, epidemiologists say Victorians are still catching up to the changed approach to contact tracing that accompanies learning to live with COVID-19.", ABC Premium News; Sydney," Oct 20, 2021",0,30.87804878,11.3902439,41,,,Blakely,-0.005312218,50,15,3,2,0.06
719," National plan ‘confusing, haphazard’ as phase B begins following 70pc vaccination"," The Australian (Online); Canberra, A.C.T."," Oct 20, 2021",0,40.73333333,13.86666667,15,,Doherty,,0.042194261,14,1,0,0,0
720, Potential to unwrap care," The Courier; Ballarat, Vic."," Oct 20, 2021",0,27.46666667,7.6,15,Burnet,,Blakely,-0.003572498,4,1,0,0,0
721, Aussies enjoy freedoms after surge in vaccinations," The Northern Advocate; Whangarei, New Zealand"," Oct 19, 2021",0,26.30769231,8.884615385,26,Burnet,,,0.034450511,7,2,1,0,0.142857143
722, Aussies enjoy freedoms after surge in vaccinations," The Daily Post; Rotorua, New Zealand"," Oct 19, 2021",0,26.30769231,8.884615385,26,Burnet,,,0.034450511,7,2,1,0,0.142857143
723, Aussies enjoy freedoms after surge in vaccinations," Wanganui Chronicle; Wanganui, New Zealand"," Oct 19, 2021",0,26.30769231,8.884615385,26,Burnet,,,0.034450511,7,2,1,0,0.142857143
724," World H Australians rejoice, for they are vaxxed and free"," The New Zealand Herald; Auckland, New Zealand"," Oct 19, 2021",0,27.84615385,9.333333333,39,Burnet,,,0.02679208,11,4,1,0,0.090909091
725, Aussies enjoy freedoms after surge in vaccinations," Bay of Plenty Times; Tauranga, New Zealand"," Oct 19, 2021",0,26.30769231,8.884615385,26,Burnet,,,0.034450511,7,2,1,0,0.142857143
726, Aussies enjoy freedoms after surge in vaccinations," Hawkes Bay Today; Hastings, New Zealand"," Oct 19, 2021",0,26.30769231,8.884615385,26,Burnet,,,0.034450511,7,2,1,0,0.142857143
727, An emotional plea from the Northern Territory’s top doctor," The Northern Territory News; Darwin, N.T."," Oct 19, 2021",0,24.84615385,8.615384615,13,,Doherty,,0.007887703,11,3,1,1,0.090909091
