,fear,negative,sadness,positive,trust,surprise,anticipation,joy,anger,disgust
681,2.0,5.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0
682,2.0,5.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0
683,2.0,5.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0
684,2.0,5.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0
685,11.0,32.0,14.0,30.0,16.0,13.0,27.0,6.0,4.0,2.0
686,22.0,24.0,14.0,21.0,10.0,4.0,17.0,5.0,7.0,8.0
687,22.0,24.0,14.0,21.0,10.0,4.0,17.0,5.0,7.0,8.0
688,36.0,49.0,27.0,35.0,39.0,13.0,21.0,11.0,10.0,12.0
689,52.0,74.0,32.0,97.0,64.0,18.0,47.0,25.0,17.0,13.0
690,53.0,73.0,31.0,95.0,63.0,18.0,47.0,24.0,17.0,13.0
691,16.0,13.0,8.0,46.0,35.0,5.0,22.0,10.0,6.0,3.0
692,16.0,13.0,8.0,46.0,35.0,5.0,22.0,10.0,6.0,3.0
693,16.0,13.0,8.0,46.0,35.0,5.0,22.0,10.0,6.0,3.0
694,16.0,13.0,8.0,46.0,35.0,5.0,22.0,10.0,6.0,3.0
695,26.0,38.0,12.0,39.0,33.0,4.0,14.0,4.0,10.0,9.0
696,14.0,25.0,9.0,39.0,24.0,8.0,24.0,6.0,6.0,1.0
697,7.0,12.0,6.0,14.0,4.0,2.0,6.0,3.0,3.0,2.0
698,14.0,25.0,9.0,39.0,24.0,8.0,24.0,6.0,6.0,1.0
699,33.0,45.0,24.0,38.0,24.0,13.0,19.0,5.0,13.0,8.0
700,11.0,20.0,9.0,38.0,20.0,5.0,21.0,6.0,4.0,2.0
701,13.0,21.0,10.0,49.0,33.0,6.0,25.0,10.0,5.0,2.0
702,17.0,18.0,7.0,40.0,23.0,5.0,23.0,8.0,6.0,3.0
703,4.0,9.0,7.0,13.0,4.0,1.0,7.0,1.0,2.0,
704,5.0,10.0,8.0,13.0,4.0,1.0,7.0,1.0,2.0,
705,18.0,22.0,17.0,41.0,27.0,6.0,19.0,5.0,6.0,1.0
706,44.0,77.0,40.0,95.0,55.0,17.0,39.0,23.0,29.0,18.0
707,28.0,14.0,12.0,31.0,21.0,4.0,19.0,3.0,5.0,1.0
708,28.0,14.0,12.0,31.0,21.0,4.0,19.0,3.0,5.0,1.0
709,33.0,50.0,23.0,77.0,45.0,11.0,31.0,17.0,15.0,5.0
710,14.0,19.0,4.0,12.0,11.0,2.0,5.0,2.0,12.0,1.0
711,9.0,9.0,6.0,17.0,12.0,,9.0,1.0,,
712,14.0,14.0,7.0,25.0,13.0,2.0,7.0,3.0,2.0,2.0
713,21.0,25.0,19.0,39.0,16.0,3.0,14.0,7.0,10.0,9.0
714,14.0,16.0,8.0,19.0,6.0,9.0,12.0,4.0,5.0,4.0
715,7.0,15.0,6.0,20.0,11.0,1.0,10.0,2.0,7.0,2.0
716,20.0,27.0,15.0,20.0,15.0,7.0,15.0,4.0,10.0,7.0
717,11.0,18.0,8.0,37.0,21.0,4.0,9.0,7.0,7.0,4.0
718,45.0,69.0,25.0,47.0,31.0,7.0,17.0,6.0,22.0,16.0
719,13.0,15.0,10.0,40.0,16.0,5.0,11.0,3.0,,1.0
720,21.0,31.0,11.0,45.0,29.0,2.0,23.0,5.0,11.0,4.0
721,13.0,6.0,11.0,18.0,21.0,3.0,7.0,3.0,1.0,
722,7.0,9.0,7.0,10.0,10.0,6.0,7.0,,2.0,
723,7.0,9.0,7.0,10.0,10.0,6.0,7.0,,2.0,
724,25.0,26.0,14.0,45.0,24.0,3.0,28.0,6.0,9.0,3.0
725,24.0,28.0,14.0,43.0,19.0,2.0,27.0,5.0,10.0,4.0
726,10.0,19.0,5.0,23.0,12.0,4.0,10.0,4.0,6.0,2.0
727,10.0,15.0,8.0,14.0,13.0,2.0,8.0,1.0,4.0,2.0
728,11.0,14.0,3.0,14.0,14.0,3.0,9.0,2.0,6.0,
729,12.0,22.0,10.0,38.0,22.0,4.0,19.0,5.0,7.0,4.0
730,13.0,27.0,11.0,43.0,24.0,4.0,20.0,5.0,10.0,5.0
731,4.0,6.0,1.0,21.0,13.0,1.0,12.0,7.0,1.0,
732,13.0,20.0,8.0,33.0,16.0,1.0,19.0,6.0,5.0,
733,5.0,6.0,3.0,12.0,11.0,,10.0,2.0,2.0,1.0
734,5.0,6.0,3.0,12.0,11.0,,10.0,2.0,2.0,1.0
735,18.0,17.0,8.0,10.0,16.0,4.0,7.0,3.0,2.0,
736,20.0,35.0,13.0,37.0,34.0,2.0,20.0,6.0,13.0,3.0
737,36.0,17.0,3.0,85.0,52.0,6.0,38.0,18.0,1.0,1.0
738,12.0,11.0,9.0,17.0,14.0,2.0,7.0,4.0,4.0,5.0
739,27.0,30.0,14.0,38.0,27.0,7.0,22.0,10.0,10.0,3.0
740,27.0,30.0,14.0,38.0,27.0,7.0,22.0,10.0,10.0,3.0
741,7.0,9.0,4.0,23.0,12.0,3.0,11.0,3.0,1.0,
742,29.0,31.0,25.0,62.0,33.0,8.0,29.0,9.0,6.0,4.0
743,6.0,5.0,2.0,34.0,23.0,1.0,10.0,3.0,5.0,2.0
744,19.0,28.0,17.0,50.0,15.0,7.0,26.0,14.0,8.0,9.0
745,29.0,31.0,25.0,58.0,30.0,8.0,28.0,8.0,6.0,4.0
746,10.0,18.0,12.0,25.0,12.0,2.0,19.0,5.0,6.0,3.0
747,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
748,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
749,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
750,23.0,24.0,14.0,39.0,28.0,4.0,26.0,6.0,7.0,2.0
751,4.0,9.0,2.0,19.0,8.0,5.0,8.0,6.0,2.0,1.0
752,4.0,9.0,2.0,19.0,8.0,5.0,8.0,6.0,2.0,1.0
753,17.0,25.0,14.0,43.0,14.0,4.0,18.0,10.0,6.0,5.0
754,6.0,9.0,4.0,37.0,15.0,5.0,17.0,11.0,1.0,3.0
755,6.0,9.0,7.0,8.0,10.0,3.0,5.0,1.0,2.0,2.0
756,20.0,15.0,13.0,19.0,15.0,2.0,12.0,2.0,3.0,3.0
757,23.0,27.0,13.0,36.0,23.0,4.0,12.0,3.0,8.0,3.0
758,23.0,27.0,13.0,36.0,23.0,4.0,12.0,3.0,8.0,3.0
759,6.0,17.0,8.0,26.0,16.0,8.0,10.0,6.0,8.0,2.0
760,6.0,17.0,8.0,26.0,16.0,8.0,10.0,6.0,8.0,2.0
761,5.0,8.0,5.0,21.0,9.0,1.0,6.0,3.0,,
762,11.0,16.0,3.0,36.0,15.0,3.0,17.0,9.0,9.0,3.0
763,17.0,12.0,5.0,13.0,15.0,1.0,7.0,2.0,3.0,2.0
764,7.0,5.0,6.0,9.0,5.0,1.0,6.0,2.0,,1.0
765,7.0,5.0,6.0,9.0,5.0,1.0,6.0,2.0,,1.0
766,18.0,25.0,12.0,16.0,13.0,4.0,9.0,4.0,5.0,4.0
767,3.0,4.0,2.0,17.0,12.0,3.0,6.0,2.0,,
768,32.0,40.0,23.0,43.0,19.0,6.0,17.0,9.0,12.0,12.0
769,31.0,39.0,22.0,44.0,19.0,6.0,18.0,9.0,12.0,12.0
770,31.0,39.0,22.0,44.0,19.0,6.0,18.0,9.0,12.0,12.0
771,32.0,39.0,23.0,42.0,19.0,6.0,19.0,9.0,12.0,12.0
772,61.0,84.0,48.0,93.0,53.0,21.0,44.0,26.0,31.0,18.0
773,10.0,15.0,12.0,33.0,17.0,3.0,10.0,7.0,3.0,2.0
774,22.0,19.0,9.0,41.0,12.0,4.0,19.0,2.0,8.0,1.0
775,24.0,29.0,16.0,51.0,33.0,7.0,25.0,7.0,12.0,8.0
776,171.0,228.0,127.0,370.0,194.0,47.0,138.0,61.0,43.0,27.0
777,20.0,13.0,6.0,60.0,29.0,4.0,27.0,11.0,7.0,4.0
778,26.0,28.0,14.0,29.0,14.0,5.0,13.0,4.0,4.0,7.0
779,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
780,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
781,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
782,10.0,15.0,8.0,34.0,20.0,8.0,12.0,9.0,4.0,2.0
783,24.0,36.0,18.0,49.0,15.0,4.0,17.0,14.0,8.0,8.0
784,9.0,17.0,4.0,14.0,11.0,6.0,10.0,2.0,2.0,1.0
785,23.0,26.0,13.0,30.0,28.0,6.0,10.0,5.0,4.0,7.0
786,44.0,65.0,28.0,57.0,35.0,13.0,25.0,18.0,9.0,13.0
787,5.0,18.0,9.0,28.0,19.0,5.0,21.0,2.0,5.0,1.0
788,8.0,10.0,4.0,22.0,11.0,1.0,6.0,2.0,2.0,
789,16.0,22.0,8.0,52.0,31.0,4.0,12.0,9.0,2.0,1.0
790,17.0,25.0,9.0,33.0,18.0,5.0,22.0,7.0,6.0,5.0
791,59.0,87.0,39.0,175.0,104.0,22.0,68.0,31.0,30.0,22.0
792,18.0,27.0,11.0,33.0,15.0,5.0,10.0,6.0,8.0,5.0
793,21.0,24.0,14.0,15.0,13.0,10.0,16.0,3.0,7.0,8.0
794,21.0,24.0,14.0,15.0,13.0,10.0,16.0,3.0,7.0,8.0
795,23.0,30.0,16.0,24.0,15.0,12.0,18.0,3.0,11.0,7.0
796,21.0,24.0,14.0,15.0,13.0,10.0,16.0,3.0,7.0,8.0
797,23.0,30.0,16.0,24.0,15.0,12.0,18.0,3.0,11.0,7.0
798,23.0,28.0,15.0,28.0,17.0,5.0,11.0,4.0,7.0,5.0
799,39.0,52.0,29.0,38.0,23.0,14.0,24.0,7.0,17.0,13.0
800,7.0,8.0,6.0,14.0,19.0,2.0,7.0,6.0,3.0,2.0
801,15.0,24.0,12.0,56.0,25.0,13.0,25.0,24.0,3.0,3.0
802,8.0,11.0,3.0,20.0,12.0,1.0,9.0,6.0,3.0,1.0
803,8.0,11.0,3.0,21.0,12.0,1.0,8.0,6.0,3.0,1.0
804,12.0,14.0,7.0,18.0,15.0,2.0,11.0,5.0,3.0,4.0
805,12.0,14.0,7.0,18.0,15.0,2.0,11.0,5.0,3.0,4.0
806,13.0,13.0,11.0,18.0,14.0,6.0,14.0,3.0,1.0,1.0
807,20.0,22.0,7.0,41.0,28.0,5.0,23.0,10.0,4.0,2.0
808,20.0,22.0,7.0,41.0,28.0,5.0,23.0,10.0,4.0,2.0
809,20.0,22.0,7.0,41.0,28.0,5.0,23.0,10.0,4.0,2.0
810,6.0,10.0,2.0,14.0,17.0,1.0,8.0,2.0,,
811,7.0,9.0,5.0,13.0,14.0,2.0,11.0,2.0,4.0,3.0
812,7.0,9.0,5.0,13.0,14.0,2.0,11.0,2.0,4.0,3.0
813,4.0,6.0,7.0,5.0,2.0,2.0,3.0,,2.0,4.0
814,4.0,6.0,7.0,5.0,2.0,2.0,3.0,,2.0,4.0
815,4.0,6.0,7.0,5.0,2.0,2.0,3.0,,2.0,4.0
816,33.0,38.0,25.0,32.0,34.0,8.0,29.0,9.0,7.0,3.0
817,4.0,6.0,7.0,5.0,2.0,2.0,3.0,,2.0,4.0
818,7.0,9.0,5.0,13.0,14.0,2.0,11.0,2.0,4.0,3.0
819,5.0,10.0,4.0,24.0,12.0,4.0,11.0,5.0,2.0,1.0
820,31.0,26.0,24.0,33.0,33.0,6.0,17.0,4.0,6.0,1.0
821,17.0,24.0,14.0,23.0,7.0,3.0,11.0,4.0,4.0,6.0
822,11.0,9.0,7.0,20.0,20.0,4.0,11.0,5.0,2.0,3.0
823,15.0,22.0,14.0,36.0,20.0,3.0,15.0,5.0,4.0,4.0
824,18.0,25.0,16.0,39.0,21.0,3.0,17.0,4.0,5.0,6.0
825,10.0,17.0,10.0,28.0,12.0,,9.0,2.0,4.0,2.0
826,16.0,24.0,13.0,45.0,26.0,5.0,21.0,9.0,14.0,4.0
827,14.0,21.0,11.0,39.0,22.0,5.0,17.0,8.0,12.0,4.0
828,29.0,68.0,21.0,73.0,41.0,16.0,42.0,27.0,24.0,11.0
829,17.0,19.0,10.0,39.0,10.0,4.0,21.0,8.0,2.0,3.0
830,16.0,14.0,8.0,31.0,19.0,5.0,19.0,2.0,3.0,
831,16.0,14.0,8.0,31.0,19.0,5.0,19.0,2.0,3.0,
832,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
833,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
834,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
835,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
836,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
837,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
838,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
839,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
840,17.0,21.0,18.0,15.0,13.0,7.0,14.0,3.0,2.0,3.0
841,13.0,20.0,8.0,10.0,11.0,4.0,13.0,1.0,6.0,1.0
842,2.0,4.0,1.0,11.0,9.0,1.0,14.0,3.0,1.0,1.0
843,2.0,4.0,1.0,11.0,9.0,1.0,14.0,3.0,1.0,1.0
844,2.0,4.0,1.0,11.0,9.0,1.0,14.0,3.0,1.0,1.0
845,2.0,4.0,1.0,11.0,9.0,1.0,14.0,3.0,1.0,1.0
846,17.0,45.0,16.0,53.0,28.0,10.0,28.0,12.0,25.0,3.0
847,19.0,27.0,18.0,41.0,21.0,2.0,11.0,3.0,6.0,1.0
848,12.0,14.0,4.0,35.0,25.0,5.0,25.0,10.0,3.0,
849,22.0,32.0,21.0,77.0,33.0,10.0,34.0,8.0,7.0,6.0
850,21.0,28.0,19.0,74.0,31.0,10.0,32.0,8.0,7.0,6.0
851,13.0,15.0,6.0,36.0,24.0,6.0,21.0,1.0,7.0,1.0
852,10.0,16.0,14.0,24.0,11.0,2.0,11.0,2.0,2.0,5.0
853,10.0,16.0,14.0,24.0,11.0,2.0,11.0,2.0,2.0,5.0
854,9.0,15.0,6.0,28.0,19.0,3.0,16.0,5.0,2.0,1.0
855,9.0,15.0,6.0,28.0,19.0,3.0,16.0,5.0,2.0,1.0
856,9.0,15.0,6.0,28.0,19.0,3.0,16.0,5.0,2.0,1.0
857,31.0,49.0,29.0,82.0,42.0,9.0,36.0,20.0,19.0,6.0
858,6.0,6.0,2.0,29.0,21.0,1.0,11.0,5.0,2.0,1.0
859,21.0,24.0,15.0,23.0,10.0,10.0,20.0,3.0,11.0,4.0
860,3.0,4.0,,16.0,9.0,1.0,6.0,1.0,,
861,61.0,81.0,33.0,68.0,52.0,14.0,32.0,14.0,17.0,10.0
862,6.0,6.0,2.0,14.0,11.0,2.0,5.0,1.0,1.0,2.0
863,3.0,4.0,,16.0,9.0,1.0,6.0,1.0,,
864,27.0,43.0,24.0,38.0,24.0,6.0,15.0,9.0,17.0,17.0
865,27.0,43.0,24.0,38.0,24.0,6.0,15.0,9.0,17.0,17.0
866,22.0,38.0,20.0,38.0,24.0,6.0,15.0,9.0,14.0,14.0
867,4.0,7.0,3.0,15.0,6.0,4.0,9.0,3.0,2.0,2.0
868,2.0,7.0,2.0,13.0,10.0,1.0,4.0,2.0,,1.0
869,23.0,28.0,15.0,42.0,19.0,10.0,21.0,6.0,6.0,7.0
870,21.0,13.0,6.0,56.0,29.0,4.0,25.0,11.0,7.0,4.0
871,9.0,12.0,4.0,24.0,11.0,10.0,17.0,10.0,1.0,2.0
872,16.0,21.0,7.0,32.0,19.0,11.0,18.0,9.0,7.0,3.0
873,40.0,59.0,30.0,64.0,31.0,8.0,35.0,11.0,19.0,15.0
874,42.0,60.0,31.0,67.0,32.0,9.0,34.0,12.0,19.0,15.0
875,18.0,27.0,8.0,35.0,24.0,4.0,17.0,8.0,5.0,
876,10.0,9.0,6.0,37.0,19.0,14.0,18.0,16.0,2.0,
877,16.0,26.0,7.0,28.0,11.0,5.0,11.0,4.0,5.0,4.0
878,25.0,55.0,26.0,47.0,31.0,9.0,17.0,13.0,15.0,17.0
879,14.0,22.0,6.0,18.0,14.0,3.0,7.0,3.0,4.0,4.0
880,14.0,22.0,6.0,21.0,14.0,3.0,8.0,3.0,3.0,4.0
881,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
882,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
883,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
884,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
885,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
886,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
887,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
888,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
889,4.0,6.0,3.0,12.0,8.0,1.0,6.0,3.0,,1.0
890,15.0,25.0,13.0,22.0,14.0,5.0,11.0,5.0,6.0,4.0
891,67.0,96.0,50.0,55.0,31.0,19.0,40.0,12.0,24.0,18.0
892,2.0,3.0,1.0,13.0,7.0,2.0,10.0,3.0,3.0,
893,34.0,42.0,22.0,38.0,20.0,6.0,18.0,8.0,19.0,19.0
894,51.0,53.0,25.0,78.0,49.0,10.0,29.0,15.0,10.0,4.0
895,41.0,65.0,35.0,55.0,33.0,15.0,32.0,15.0,26.0,23.0
896,41.0,65.0,35.0,55.0,33.0,15.0,32.0,15.0,26.0,23.0
897,21.0,30.0,16.0,42.0,35.0,7.0,16.0,5.0,5.0,3.0
898,38.0,43.0,16.0,56.0,47.0,8.0,22.0,15.0,14.0,10.0
899,33.0,46.0,28.0,47.0,29.0,12.0,29.0,10.0,17.0,16.0
900,18.0,27.0,15.0,37.0,24.0,10.0,27.0,4.0,7.0,4.0
901,8.0,12.0,6.0,42.0,14.0,7.0,10.0,8.0,2.0,1.0
902,10.0,13.0,8.0,49.0,24.0,2.0,15.0,6.0,2.0,2.0
903,10.0,13.0,8.0,49.0,24.0,2.0,15.0,6.0,2.0,2.0
904,7.0,11.0,10.0,15.0,11.0,6.0,10.0,5.0,1.0,
905,26.0,30.0,18.0,26.0,20.0,4.0,12.0,9.0,13.0,7.0
906,9.0,15.0,10.0,19.0,17.0,7.0,13.0,8.0,9.0,6.0
907,9.0,9.0,6.0,18.0,9.0,3.0,10.0,4.0,2.0,2.0
908,9.0,9.0,6.0,18.0,9.0,3.0,10.0,4.0,2.0,2.0
909,9.0,11.0,5.0,15.0,9.0,4.0,7.0,1.0,1.0,
910,11.0,8.0,8.0,11.0,6.0,1.0,7.0,,3.0,
911,6.0,11.0,7.0,25.0,20.0,,11.0,6.0,3.0,
912,8.0,11.0,7.0,12.0,10.0,,4.0,,1.0,2.0
913,4.0,20.0,3.0,36.0,19.0,7.0,25.0,7.0,7.0,3.0
914,29.0,23.0,24.0,29.0,28.0,7.0,15.0,4.0,5.0,1.0
915,29.0,23.0,24.0,29.0,28.0,7.0,15.0,4.0,5.0,1.0
916,29.0,23.0,24.0,29.0,28.0,7.0,15.0,4.0,5.0,1.0
917,2.0,5.0,2.0,17.0,15.0,7.0,8.0,6.0,4.0,3.0
918,11.0,17.0,9.0,35.0,24.0,1.0,20.0,8.0,5.0,4.0
919,11.0,17.0,9.0,35.0,24.0,1.0,20.0,8.0,5.0,4.0
920,20.0,40.0,21.0,36.0,29.0,12.0,25.0,15.0,15.0,14.0
921,12.0,23.0,5.0,46.0,24.0,4.0,11.0,5.0,5.0,3.0
922,5.0,6.0,5.0,13.0,5.0,1.0,6.0,2.0,2.0,
923,5.0,6.0,5.0,13.0,5.0,1.0,6.0,2.0,2.0,
924,1.0,4.0,1.0,13.0,7.0,2.0,5.0,4.0,5.0,1.0
925,17.0,16.0,10.0,46.0,30.0,5.0,12.0,4.0,10.0,4.0
926,22.0,33.0,13.0,40.0,21.0,6.0,23.0,10.0,6.0,7.0
927,46.0,69.0,26.0,47.0,32.0,8.0,17.0,9.0,24.0,17.0
928,12.0,15.0,6.0,34.0,9.0,4.0,16.0,9.0,5.0,1.0
929,5.0,9.0,2.0,15.0,9.0,2.0,10.0,4.0,3.0,
930,5.0,9.0,2.0,15.0,9.0,2.0,10.0,4.0,3.0,
931,12.0,14.0,4.0,28.0,19.0,1.0,13.0,3.0,1.0,1.0
932,12.0,14.0,4.0,28.0,19.0,1.0,13.0,3.0,1.0,1.0
933,1.0,1.0,,3.0,2.0,,1.0,,,
934,19.0,42.0,10.0,49.0,26.0,6.0,18.0,8.0,14.0,9.0
935,32.0,34.0,13.0,57.0,36.0,13.0,31.0,18.0,15.0,7.0
936,11.0,16.0,4.0,48.0,21.0,6.0,23.0,7.0,3.0,1.0
937,6.0,1.0,6.0,10.0,14.0,1.0,1.0,1.0,1.0,
938,6.0,1.0,6.0,10.0,14.0,1.0,1.0,1.0,1.0,
939,20.0,25.0,10.0,30.0,18.0,1.0,23.0,12.0,5.0,4.0
940,32.0,40.0,28.0,56.0,32.0,16.0,26.0,11.0,16.0,10.0
941,5.0,6.0,4.0,17.0,7.0,3.0,6.0,2.0,3.0,
942,6.0,8.0,4.0,17.0,7.0,3.0,6.0,2.0,4.0,1.0
943,10.0,12.0,6.0,26.0,13.0,5.0,11.0,5.0,1.0,3.0
944,3.0,6.0,1.0,4.0,5.0,,4.0,,1.0,
945,35.0,61.0,24.0,86.0,40.0,9.0,36.0,14.0,24.0,14.0
946,35.0,61.0,24.0,86.0,40.0,9.0,36.0,14.0,24.0,14.0
947,49.0,89.0,45.0,79.0,36.0,31.0,47.0,12.0,25.0,21.0
948,5.0,12.0,3.0,25.0,7.0,8.0,10.0,6.0,3.0,3.0
949,5.0,12.0,3.0,25.0,7.0,8.0,10.0,6.0,3.0,3.0
950,4.0,5.0,2.0,5.0,6.0,1.0,2.0,4.0,1.0,4.0
951,14.0,22.0,8.0,36.0,15.0,2.0,20.0,6.0,6.0,
952,14.0,21.0,8.0,35.0,15.0,2.0,20.0,6.0,5.0,
953,14.0,22.0,8.0,36.0,15.0,2.0,20.0,6.0,6.0,
954,10.0,14.0,4.0,20.0,12.0,2.0,14.0,4.0,5.0,3.0
955,13.0,17.0,13.0,26.0,17.0,5.0,15.0,5.0,7.0,5.0
956,13.0,18.0,13.0,29.0,17.0,5.0,16.0,5.0,7.0,5.0
957,2.0,2.0,2.0,7.0,3.0,,2.0,1.0,1.0,1.0
958,2.0,9.0,1.0,26.0,10.0,,7.0,1.0,,
959,19.0,29.0,14.0,26.0,18.0,4.0,14.0,10.0,8.0,6.0
960,19.0,29.0,14.0,26.0,18.0,4.0,14.0,10.0,8.0,6.0
961,17.0,39.0,12.0,56.0,38.0,15.0,18.0,19.0,13.0,10.0
962,17.0,39.0,12.0,56.0,38.0,15.0,18.0,19.0,13.0,10.0
963,17.0,39.0,12.0,56.0,38.0,15.0,18.0,19.0,13.0,10.0
964,29.0,43.0,13.0,54.0,41.0,7.0,18.0,13.0,21.0,6.0
965,29.0,43.0,13.0,54.0,41.0,7.0,18.0,13.0,21.0,6.0
966,9.0,12.0,7.0,7.0,8.0,1.0,9.0,,3.0,1.0
967,21.0,35.0,15.0,63.0,44.0,12.0,27.0,24.0,17.0,12.0
968,21.0,35.0,15.0,63.0,44.0,12.0,27.0,24.0,17.0,12.0
969,21.0,35.0,15.0,63.0,44.0,12.0,27.0,24.0,17.0,12.0
970,3.0,5.0,,24.0,12.0,,3.0,4.0,2.0,
971,10.0,14.0,9.0,23.0,15.0,2.0,10.0,3.0,3.0,2.0
972,10.0,14.0,9.0,23.0,15.0,2.0,10.0,3.0,3.0,2.0
973,35.0,36.0,29.0,40.0,23.0,8.0,23.0,10.0,17.0,18.0
974,9.0,11.0,6.0,52.0,15.0,7.0,18.0,4.0,4.0,2.0
975,9.0,11.0,6.0,52.0,15.0,7.0,18.0,4.0,4.0,2.0
976,9.0,11.0,6.0,52.0,15.0,7.0,18.0,4.0,4.0,2.0
977,9.0,11.0,6.0,52.0,15.0,7.0,18.0,4.0,4.0,2.0
978,28.0,35.0,12.0,54.0,32.0,5.0,22.0,7.0,12.0,8.0
979,28.0,35.0,12.0,54.0,32.0,5.0,22.0,7.0,12.0,8.0
980,23.0,41.0,15.0,75.0,30.0,13.0,27.0,13.0,15.0,10.0
981,23.0,29.0,20.0,43.0,28.0,6.0,27.0,8.0,10.0,11.0
982,15.0,23.0,13.0,28.0,25.0,6.0,17.0,8.0,10.0,3.0
983,23.0,30.0,20.0,43.0,28.0,6.0,28.0,8.0,10.0,11.0
984,23.0,29.0,20.0,43.0,28.0,6.0,27.0,8.0,10.0,11.0
985,2.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,,1.0
986,7.0,12.0,7.0,25.0,13.0,6.0,16.0,7.0,3.0,1.0
987,24.0,33.0,13.0,28.0,15.0,7.0,14.0,9.0,8.0,8.0
988,29.0,35.0,19.0,56.0,34.0,7.0,29.0,7.0,15.0,8.0
989,25.0,26.0,11.0,43.0,23.0,4.0,26.0,4.0,9.0,4.0
990,1.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,,
991,23.0,27.0,10.0,42.0,22.0,2.0,13.0,7.0,11.0,3.0
992,23.0,27.0,10.0,40.0,20.0,2.0,12.0,6.0,11.0,3.0
993,10.0,18.0,9.0,35.0,17.0,5.0,7.0,3.0,4.0,4.0
994,7.0,7.0,,32.0,12.0,2.0,10.0,5.0,,
995,18.0,16.0,9.0,29.0,17.0,8.0,18.0,7.0,1.0,4.0
996,30.0,44.0,17.0,53.0,38.0,9.0,19.0,22.0,13.0,10.0
997,2.0,16.0,8.0,16.0,10.0,1.0,9.0,4.0,,
998,2.0,16.0,8.0,16.0,10.0,1.0,9.0,4.0,,
999,4.0,5.0,3.0,8.0,5.0,2.0,4.0,1.0,3.0,
1000,8.0,10.0,4.0,11.0,7.0,3.0,7.0,1.0,2.0,1.0
1001,2.0,9.0,1.0,12.0,7.0,3.0,7.0,2.0,3.0,
1002,2.0,9.0,1.0,12.0,7.0,3.0,7.0,2.0,3.0,
1003,10.0,19.0,11.0,46.0,20.0,12.0,20.0,20.0,3.0,3.0
1004,10.0,19.0,11.0,46.0,20.0,12.0,20.0,20.0,3.0,3.0
1005,15.0,27.0,14.0,43.0,22.0,6.0,13.0,5.0,13.0,7.0
1006,7.0,9.0,4.0,13.0,8.0,2.0,4.0,5.0,3.0,2.0
1007,7.0,9.0,4.0,13.0,8.0,2.0,4.0,5.0,3.0,2.0
1008,6.0,13.0,8.0,27.0,17.0,,5.0,3.0,8.0,2.0
1009,11.0,12.0,9.0,26.0,11.0,2.0,15.0,5.0,5.0,7.0
1010,11.0,12.0,9.0,26.0,11.0,2.0,15.0,5.0,5.0,7.0
1011,6.0,15.0,4.0,16.0,22.0,1.0,13.0,4.0,1.0,1.0
1012,6.0,15.0,4.0,16.0,22.0,1.0,13.0,4.0,1.0,1.0
1013,6.0,15.0,4.0,16.0,22.0,1.0,13.0,4.0,1.0,1.0
1014,9.0,19.0,6.0,16.0,22.0,2.0,13.0,4.0,1.0,1.0
1015,5.0,6.0,3.0,15.0,8.0,1.0,3.0,2.0,1.0,
1016,5.0,6.0,3.0,15.0,8.0,1.0,3.0,2.0,1.0,
1017,17.0,27.0,10.0,32.0,12.0,17.0,18.0,14.0,5.0,4.0
1018,16.0,30.0,16.0,39.0,26.0,4.0,29.0,6.0,10.0,5.0
1019,6.0,11.0,7.0,25.0,20.0,,11.0,6.0,3.0,
