,title,publication,date,exclude,MWPS,MStopWPS,sentence_per_article,Burnet,Doherty,BlakelyThompson,text_sentiment,title_word_count,title_stop_words,title_sent,title_fear,mean_title_sent
526, Gold Coast Covid border reopening: Dramatic changes needed for tourism industry to survive, The Gold Coast Bulletin (Online); Southport," Sep 26, 2021",0,36.5862069,11.82758621,29,,Doherty,,0.043840709,14,2,1,1,0.083333333
527, Qld vaccine ad campaign fails to address reopening plans," The Courier - Mail (Online); Brisbane, Qld."," Sep 26, 2021",0,29.125,11.04166667,24,,Doherty,,0.127060365,9,1,1,0,0.125
528, Covid-19: NSW plots a scenario for unvaccinated to re-enter the economy," The Australian (Online); Ca nberra, A.C.T."," Sep 26, 2021",0,34.26666667,12.13333333,15,Burnet,,,0.022110116,12,4,0,0,0
529, Scott Morrison throws down gauntlet to rebel premiers," News.com.au; Sydney, N.S.W."," Sep 26, 2021",0,26.84090909,10.65909091,44,,Doherty,,0.023305462,8,2,0,1,0
530, POP-UP MEDICAL CENTRE," Herald Sun; Melbourne, Vic."," Sep 26, 2021",0,26.3,9.166666667,30,Burnet,,,0.046833939,3,0,0,0,0
531, POP-UP MEDICAL CENTRE," Herald Sun; Melbourne, Vic."," Sep 26, 2021",0,26.3,9.166666667,30,Burnet,,,0.046833939,3,0,0,0,0
532, POP-UP MEDICAL CENTRE," Herald Sun; Melbourne, Vic."," Sep 26, 2021",0,26.3,9.166666667,30,Burnet,,,0.046833939,3,0,0,0,0
533, Surviving in epicentre of city's outbreak," Sunday Age; Melbourne, Vic."," Sep 26, 2021",0,23.02678571,7.991071429,112,,,Thompson,-0.005358833,7,2,0,0,0
534, LNP goes after Premier’s ‘misleading’ use of data," The Courier - Mail; Brisbane, Qld."," Sep 25, 2021",0,27.85714286,8.428571429,7,,Doherty,,-0.033613445,12,3,-1,1,-0.111111111
535, Jeff’s Shed earmarked for makeshift Covid hospital amid case spike, Herald Sun (Online); Melbourne," Sep 25, 2021",0,27.51515152,10.18181818,33,Burnet,,,0.049282161,12,2,-1,2,-0.1
536," South Australian businesses urged to 'pivot' regardless of COVID-19 vaccination levels:   SA's public health chief has told the state's transition committee local businesses will need to ""pivot their business models"" rather than expect a ""a return to pre-COVID conditions"" even once the state reaches high levels of vaccine uptake.", ABC Premium News; Sydney," Sep 25, 2021",0,29.47058824,9,17,,Doherty,,0.06542415,58,14,7,0,0.159090909
537," Be patient, minister tells stranded Qlders", AAP Bulletin Wire; Sydney," Sep 25, 2021",0,32.66666667,12.44444444,18,,Doherty,,0.005358501,7,0,1,0,0.142857143
538," Be patient, minister tells stranded Qlders", AAP General News Wire; Sydney," Sep 25, 2021",0,32.66666667,12.44444444,18,,Doherty,,0.005358501,7,0,1,0,0.142857143
539, LNP goes after Premier’s ‘misleading’ use of data," The Courier - Mail; Brisbane, Qld."," Sep 25, 2021",0,27.85714286,8.428571429,7,,Doherty,,-0.033613445,12,3,-1,1,-0.111111111
540, We need to work together to recover our freedoms," Weekend Australian; Canberra, A.C.T."," Sep 25, 2021",0,25.02777778,9.833333333,36,,Doherty,,0.075612741,9,3,1,0,0.166666667
541, Missing modelling: Victoria's regional roadmap lacking evidence," The Standard; Warrnambool, Vic."," Sep 25, 2021",0,32,10.6,5,Burnet,,,0.107089326,9,0,-1,0,-0.111111111
542, Missing modelling: Victoria's regional roadmap lacking evidence," The Standard; Warrnambool, Vic."," Sep 25, 2021",0,32,10.6,5,Burnet,,,0.107089326,9,0,-1,0,-0.111111111
543, Missing modelling: Victoria's regional roadmap lacking evidence," The Standard; Warrnambool, Vic."," Sep 25, 2021",0,32,10.6,5,Burnet,,,0.107089326,9,0,-1,0,-0.111111111
544, System under stress," Central Western Daily; Orange, N.S.W."," Sep 25, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
545, System under stress," Daily Liberal and Macquarie Advocate; Dubbo, N.S.W."," Sep 25, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
546, System under stress," Western Advocate; Bathurst, N.S.W."," Sep 25, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
547, System under stress," The Northern Daily Leader; Tamworth, N.S.W."," Sep 25, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
548, Vaccinated youth key to Covid-19 freedom," Waikato Times; Hamilton, New Zealand"," Sep 25, 2021",0,23.84090909,7.636363636,44,,,Thompson,0.094689271,6,1,2,1,0.4
549, LNP want Premier probed by ethics committee over Doherty Institute modelling ‘misuse’," The Courier - Mail (Online); Brisbane, Qld."," Sep 24, 2021",0,28.33333333,9.4,15,,Doherty,,-0.048389032,14,2,0,0,0
550, ‘Delta is the gift we don’t want from ScoMo’: Miles slams ‘dishonest’ reopening plan," The Courier - Mail (Online); Brisbane, Qld."," Sep 24, 2021",0,63,25.42857143,7,,Doherty,,0.035874455,21,6,0,1,0
551, Premier Annastacia Palaszczuk referred to Queensland Speaker over comments on Doherty Institute modelling:   Queensland Premier Annastacia Palaszczuk is referred to the Speaker by the opposition who allege she deliberately misled Parliament over Doherty Institute modelling predicting COVID-19 deaths., ABC Premium News; Sydney," Sep 24, 2021",0,28.03703704,9.851851852,27,,Doherty,,-0.012573092,40,11,-4,2,-0.137931034
552," No new COVID-19 cases recorded in Queensland, mask requirements in public venues to ease as Miles says border debate 'bizarre':   Deputy Premier Steven Miles says the Delta strain of COVID-19 is the Christmas gift Queenslanders do not want from Prime Minister Scott Morrison. His comments come as the state reports another day of no new cases for Queensland and a slight easing of mask restrictions.", ABC Premium News; Sydney," Sep 24, 2021",0,31.35714286,10.89285714,28,,Doherty,,0.025137635,70,19,3,1,0.058823529
553, Premier draws a line on borders," The Australian; Canberra, A.C.T."," Sep 24, 2021",0,28.05128205,9.743589744,39,,Doherty,,0.026181592,6,2,0,0,0
554, Premier draws a line on borders," The Australian; Canberra, A.C.T."," Sep 24, 2021",0,28.05128205,9.743589744,39,,Doherty,,0.026181592,6,2,0,0,0
555, Premier draws a line on borders," The Australian; Canberra, A.C.T."," Sep 24, 2021",0,28.05128205,9.743589744,39,,Doherty,,0.026181592,6,2,0,0,0
556, Protest against Qld reopening too soon, AAP Bulletin Wire; Sydney," Sep 24, 2021",0,29.35714286,10.07142857,14,,Doherty,,-0.002236154,6,2,0,0,0
557, Qlders told to wait for clarity on borders, AAP General News Wire; Sydney," Sep 24, 2021",1,29.77777778,13.22222222,9,,,,0.029359328,8,3,-1,0,-0.2
558, Protest against Qld reopening too soon, AAP General News Wire; Sydney," Sep 24, 2021",0,29.35714286,10.07142857,14,,Doherty,,-0.002236154,6,2,0,0,0
559, NSW records 1043 new local COVID-19 cases, AAP General News Wire; Sydney," Sep 24, 2021",0,29.25,10,16,Burnet,Doherty,,0.006118062,7,0,0,0,0
560, Peak on NSW hospitals could be worse, AAP Bulletin Wire; Sydney," Sep 24, 2021",0,26.2,7.866666667,15,Burnet,Doherty,,-0.014062036,7,2,-1,2,-0.2
561, System under stress," The Daily Advertiser; Wagga Wagga, N.S.W."," Sep 24, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.01234697,3,1,-1,0,-0.5
562, Is reopening model right on hospitals?," The Age; Melbourne, Vic."," Sep 24, 2021",0,26.86956522,8.565217391,23,Burnet,Doherty,Blakely,0.036156099,7,1,1,1,0.166666667
563, Doherty expert agrees Delta strain could push NSW hospitalisations higher than initially thought," News.com.au; Sydney, N.S.W."," Sep 23, 2021",0,34.27272727,12.36363636,11,Burnet,Doherty,,0.069420255,13,1,2,0,0.166666667
564, Mask restriction eased as Qld records zero new local Covid cases," News.com.au; Sydney, N.S.W."," Sep 23, 2021",0,27.15,10.2,20,,Doherty,,-0.000473346,11,1,0,1,0
565," COVID updates: Victorian police confirmed close contacts after case attended Melbourne protests — as it happened:   Officers have been identified as close contacts of a COVID-positive case who was at the protests in Melbourne this week, Victoria Police say.", ABC Premium News; Sydney," Sep 23, 2021",0,106,35,3,,Doherty,,-0.004524666,43,14,3,1,0.103448276
566, Coronavirus: Premier Annastacia Palaszczuk casts doubt on opening Queensland borders," The Australian (Online); Canberra, A.C.T."," Sep 23, 2021",0,26.8,9.2,40,,Doherty,,0.032794337,11,1,-1,1,-0.1
567, Qld Premier Annastacia Palaszczuk fires up at reporters questioning tough border stance," News.com.au; Sydney, N.S.W."," Sep 23, 2021",0,32.18518519,11.51851852,27,,Doherty,,0.00882104,12,2,0,1,0
568, Peak on NSW hospitals could be worse, AAP General News Wire; Sydney," Sep 23, 2021",0,29.8,9.3,10,Burnet,Doherty,,-0.002386254,7,2,-1,2,-0.2
569, Hospitalisations may be worse than thought, AAP Bulletin Wire; Sydney," Sep 23, 2021",0,25.75,8.321428571,28,,Doherty,,0.037827967,6,2,-1,1,-0.25
570, Hospitalisations may be worse than thought, AAP General News Wire; Sydney," Sep 23, 2021",0,27.2,8.666666667,15,,Doherty,,0.030040084,6,2,-1,1,-0.25
571, System under stress," Illawarra Mercury; Wollongong, N.S.W."," Sep 23, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.01234697,3,1,-1,0,-0.5
572, What Aussies would have to do to avoid lockdowns," The Northern Advocate; Whangarei, New Zealand"," Sep 22, 2021",0,35.21052632,11.36842105,19,,Doherty,Blakely,0.052708058,9,4,-1,1,-0.2
573, What Aussies would have to do to avoid lockdowns," Hawkes Bay Today; Hastings, New Zealand"," Sep 22, 2021",0,34.31578947,11.21052632,19,,Doherty,Blakely,0.051747857,9,4,-1,1,-0.2
574, What Aussies would have to do to avoid lockdowns," The Daily Post; Rotorua, New Zealand"," Sep 22, 2021",0,35.21052632,11.36842105,19,,Doherty,Blakely,0.052708058,9,4,-1,1,-0.2
575, What Aussies would have to do to avoid lockdowns," Bay of Plenty Times; Tauranga, New Zealand"," Sep 22, 2021",0,35.21052632,11.36842105,19,,Doherty,Blakely,0.052708058,9,4,-1,1,-0.2
576, What Aussies would have to do to avoid lockdowns," Wanganui Chronicle; Wanganui, New Zealand"," Sep 22, 2021",0,35.21052632,11.36842105,19,,Doherty,Blakely,0.052708058,9,4,-1,1,-0.2
577, What Aussies would have to do to avoid lockdowns," The New Zealand Herald; Auckland, New Zealand"," Sep 22, 2021",0,35,11.31578947,19,,Doherty,Blakely,0.052123263,9,4,-1,1,-0.2
578," Victoria records 766 new local cases of COVID-19 and four deaths, protester in hospital with coronavirus:   A man who attended yesterdays protests has tested positive to COVID, the ABC understands, as Victoria records its highest single-day tally of the outbreak so far.", ABC Premium News; Sydney," Sep 22, 2021",0,24.44230769,8.576923077,52,Burnet,,,0.029767809,47,13,-1,2,-0.029411765
579, Thousands of retired healthcare workers to return to the frontline as Covid ICU surge approaches," News.com.au; Sydney, N.S.W."," Sep 22, 2021",0,30.88888889,10.72222222,18,Burnet,,,0.046124818,15,5,0,0,0
580, Media Release: Minister for Defence Industry - Op-Ed - AIDN Quarterly Newsletter (September), MediaNet Press Release Wire; Sydney," Sep 22, 2021",1,6,1,1,,,,0,16,1,0,0,0
581, More data needed on kids’ jabs: doctors," The Australian; Canberra, A.C.T."," Sep 22, 2021",0,32.85,12.4,20,,Doherty,,0.021892425,9,1,1,0,0.125
582, Uncivil war a disaster of Premier’s making," Herald Sun; Melbourne, Vic."," Sep 22, 2021",0,29.41935484,10.51612903,31,Burnet,,,-0.018802634,9,3,-2,2,-0.333333333
583, Non-Covid healthcare ‘is being compromised’," The Australian; Canberra, A.C.T."," Sep 22, 2021",0,34.90909091,13.54545455,11,,Doherty,,0.042459482,7,2,0,0,0
584, System under stress," Southern Highland News; Bowral, N.S.W."," Sep 22, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
585, System under stress," South Coast Register; Nowra, N.S.W."," Sep 22, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
586, System under stress," Goulburn Post; Goulburn, N.S.W."," Sep 22, 2021",0,25.71428571,9.261904762,42,,Doherty,,0.014727922,3,1,-1,0,-0.5
587, Pandemic pressure: Can NSW rural and regional health cope?," Port Macquarie News; Port Macquarie, N.S.W."," Sep 22, 2021",0,26.21428571,9.404761905,42,,Doherty,,0.015474852,11,1,-1,0,-0.1
588, Pandemic pressure: Can NSW rural and regional health cope?," Port Macquarie News; Port Macquarie, N.S.W."," Sep 22, 2021",0,26.02325581,9.255813953,43,,Doherty,,0.014736388,11,1,-1,0,-0.1
589, Ballarat hits 50% fully-vaccinated benchmark," The Courier; Ballarat, Vic."," Sep 22, 2021",0,33.75,10.92857143,28,,Doherty,Blakely,0.052109095,6,0,-1,0,-0.166666667
590, Push beyond 80 per cent vax rates needed: report," The Bendigo Advertiser; Bendigo, Vic."," Sep 22, 2021",0,27.75,7.95,20,,Doherty,Blakely,0.053965306,10,0,0,0,0
591, 241 Victorians hospitalised with COVID-19 as Treasurer slams 'reprehensible' protestors," The Standard; Warrnambool, Vic."," Sep 22, 2021",1,27.2,8.8,5,,,,0.018333333,11,2,-1,1,-0.111111111
592, bordermail.com.au comments," The Border Mail; Albury-Wodonga, N.S.W."," Sep 22, 2021",0,22.36,8.28,25,,Doherty,,0.053504673,2,0,0,0,0
593, A rocky path towards reopening," The Age; Melbourne, Vic."," Sep 22, 2021",0,20.98039216,6.490196078,51,,Doherty,,0.03702703,5,0,0,0,0
594," Bleak toll warning for NSW, Victoria’s freedom meets roadblocks"," The New Zealand Herald; Auckland, New Zealand"," Sep 21, 2021",0,28.10526316,9.473684211,19,,Doherty,,0.001240345,12,2,1,1,0.1
595, Pandemic a 'fire' on many fronts: expert:   exclusive," Sydney Morning Herald; Sydney, N.S.W."," Sep 21, 2021",0,30.6,10.7,20,,Doherty,,0.024409706,11,2,1,0,0.111111111
596, Staffing tight as hospitals brace for hit," Sydney Morning Herald; Sydney, N.S.W."," Sep 21, 2021",0,31.15789474,9.421052632,19,Burnet,,,0.071153367,7,2,-1,1,-0.2
597," Drip-feeding our rights is so very, very wrong"," Herald Sun; Melbourne, Vic."," Sep 21, 2021",0,25.45945946,9.324324324,37,Burnet,,,-0.000476817,9,5,-1,0,-0.25
598, Herald Sun," Herald Sun; Melbourne, Vic."," Sep 21, 2021",0,31.55555556,10.88888889,27,Burnet,,,0.056156422,2,0,0,0,0
599, OPEN UP AT 80 OR FACE AN ‘ABYSS’," The Gold Coast Bulletin; Southport, Qld."," Sep 21, 2021",0,33.46153846,10.76923077,13,,Doherty,,0.02973693,10,0,0,0,0
600," Victoria records 71 local COVID-19 cases, Melbourne told to consider 'soft lockdown':   Premier Daniel Andrews says people should book in to get the jab as soon as possible as the state grapples to pull its worsening Delta outbreak under control. Out of 71 new local cases, only 16 were quarantined while infectious.", ABC Premium News; Sydney," Aug 22, 2021",1,23.26315789,8.315789474,19,,,,-0.001336745,58,16,-1,2,-0.023809524
601, Covid-19 surge no threat to vaccine goal: Paul Kelly," The Australian (Online); Canberra, A.C.T."," Aug 22, 2021",0,30.36111111,10.97222222,36,,Doherty,,0.023419647,10,2,0,1,0
602, Qld wants to see new reopening modelling, AAP General News Wire; Sydney," Aug 22, 2021",0,29.28571429,11.28571429,7,,,,0.025396825,7,1,0,0,0
603, Reopening vaccine deal continues to fray, AAP General News Wire; Sydney," Aug 22, 2021",1,24.57142857,8.142857143,7,,,,0.029295051,6,1,2,0,0.4
604, Morrison hopes for pandemic 'gear change', AAP General News Wire; Sydney," Aug 22, 2021",0,33.5,13,6,,Doherty,,0.025305577,7,1,0,2,0
605, Vaccination impact on lockdown questioned, AAP Bulletin Wire; Sydney," Aug 22, 2021",0,24.74193548,7.935483871,31,,Doherty,,0.052602549,5,1,1,0,0.25
606," 'Lockdown is working': ACT records eight new Covid cases, all in isolation"," The Canberra Times; Canberra, A.C.T."," Aug 22, 2021",1,20.625,7.416666667,24,,,,0.028527932,15,3,0,0,0
607, How to stop spread of Delta: jab all teenagers," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,35.45454545,11.96969697,33,,Doherty,Blakely,0.050195143,10,3,0,0,0
608, PM urges states to stick to deal on lockdowns," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,26.14814815,8.925925926,27,,Doherty,,0.029769118,9,3,1,0,0.166666667
609," Coronavirus Australia live news: CMO says no need for revamp of reopening plan, NSW records 830 cases; ACT records 19 cases; Victoria 65 new cases"," The Australian (Online); Canberra, A.C.T."," Aug 21, 2021",1,35.36363636,11.43939394,66,,Doherty,,0.013822102,29,3,0,0,0
610," Cops injured, use new weapon on bleakest day"," The Australian (Online); Canberra, A.C.T."," Aug 21, 2021",1,25.81395349,8.325581395,43,,,,0.02065437,9,1,-2,1,-0.25
611, Vaccination impact on lockdown questioned, AAP General News Wire; Sydney," Aug 21, 2021",1,24.75,6.75,4,,,,0.080133634,5,1,1,0,0.25
612, How to stop spread of Delta: jab all teenagers," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,35.45454545,11.96969697,33,,Doherty,Blakely,0.050195143,10,3,0,0,0
613, PM urges states to stick to deal on lockdowns," Weekend Australian; Canberra, A.C.T."," Aug 21, 2021",0,26.14814815,8.925925926,27,,Doherty,,0.029769118,9,3,1,0,0.166666667
614, Herald Sun," Herald Sun; Melbourne, Vic."," Aug 21, 2021",0,20.20408163,7.12244898,49,,Doherty,,0.022944343,2,0,0,0,0
615, Qld may drop COVID zero after 80 pc jabbed, AAP Bulletin Wire; Sydney," Aug 21, 2021",0,27.76,9.72,25,,Doherty,,0.022109906,9,1,0,0,0
616, Barr leads national cabinet push on childhood vaccines," The Canberra Times; Canberra, A.C.T."," Aug 21, 2021",0,26.30434783,9.695652174,23,,Doherty,,0.085577869,8,1,4,0,0.571428571
617, Vaccines vital but they won't solve everything," The Age; Melbourne, Vic."," Aug 21, 2021",0,24.80769231,10.03846154,26,,Doherty,,0.033603945,8,2,1,0,0.166666667
618," Cops fire non-lethal rounds, scores arrested"," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",1,27.94117647,8.529411765,17,,,,0.021012876,7,0,-1,1,-0.142857143
619, How to stop spread of Covid-19 Delta variant: jab all teenagers," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",0,41.09677419,14.09677419,31,,Doherty,Blakely,0.049304153,12,3,0,0,0
620, Scott Morrison urges states to stick to deal on Covid-19 lockdowns," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",0,29.7037037,10.55555556,27,,Doherty,,0.036094484,11,3,1,0,0.125
621," Coronavirus Australia live news: NSW records 644 new cases, 4 deaths as Sydney lockdown extended; Victoria records 55 new local cases"," The Australian (Online); Canberra, A.C.T."," Aug 20, 2021",1,33.22222222,10.22222222,9,,,,0.050417224,24,1,0,1,0
622, Qld may drop COVID zero after 80 pc jabbed, AAP General News Wire; Sydney," Aug 20, 2021",1,30.42857143,10.14285714,7,,,,0.008387446,9,1,0,0,0
623, PM warns premiers not to break jab deal, AAP General News Wire; Sydney," Aug 20, 2021",0,21.1,7.1,10,,,,0.07004902,8,2,1,1,0.166666667
624, Treasurer warns states on lockdown support, AAP Bulletin Wire; Sydney," Aug 20, 2021",0,23.30434783,7.52173913,23,,Doherty,,0.04344283,6,1,-1,1,-0.2
625, Business leader backs vaccination message," Port Macquarie News; Port Macquarie, N.S.W."," Aug 20, 2021",0,19.1875,5.8125,16,,Doherty,,0.105680456,5,0,1,0,0.2
626," Doherty Institute expert says modelling for reopening relies on low COVID case numbers:   Victoria's strategy remains squarely focused on returning to zero cases, while NSW's message is that it's learning to live with Delta ""earlier than others"".", ABC Premium News; Sydney," Aug 19, 2021",0,31.72413793,11.65517241,29,,Doherty,,0.042648684,45,11,4,1,0.117647059
627," Coronavirus Australia live news: 50pc national jab milestone; NSW records 681 cases, 57 in Victoria"," The Australian (Online); Canberra, A.C.T."," Aug 19, 2021",1,29.1,9.5,10,,,,0.01540734,18,1,0,0,0
628," Covid-19 Australia: NSW records 681 new cases, one death; Victorian outbreak grows"," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 19, 2021",1,25.6,9.466666667,15,,Doherty,,0.013207716,15,0,0,1,0
629, Treasurer warns states on lockdown support, AAP General News Wire; Sydney," Aug 19, 2021",0,25,7.545454545,11,,Doherty,,0.033768545,6,1,-1,1,-0.2
630, Australia smashes daily virus case record, AAP Bulletin Wire; Sydney," Aug 19, 2021",0,21.66666667,6.916666667,24,Burnet,,,-0.000739053,6,0,-2,1,-0.333333333
631, Most workers support vaccination passports," The Australian; Canberra, A.C.T."," Aug 19, 2021",0,26.55555556,8.388888889,18,,Doherty,Thompson,0.052929121,5,0,0,0,0
632, Australia smashes daily virus case record, AAP General News Wire; Sydney," Aug 19, 2021",0,22.13636364,7.136363636,22,Burnet,,,-0.007624422,6,0,-2,1,-0.333333333
633, Australia smashes daily virus case record, AAP General News Wire; Sydney," Aug 19, 2021",0,20.78571429,6.857142857,14,Burnet,,,-0.015072317,6,0,-2,1,-0.333333333
634, Experts face battle to keep areas on target," Sydney Morning Herald; Sydney, N.S.W."," Aug 19, 2021",0,25.45454545,8.318181818,22,,Doherty,,0.041717757,8,2,-1,0,-0.166666667
635, Focus will be on key areas in bid to reach 70% vaccination level," The Age; Melbourne, Vic."," Aug 19, 2021",0,26.57692308,8.576923077,26,,Doherty,,0.034425899,14,5,1,0,0.111111111
636, NSW surge threatens Victoria's zero target," The Age; Melbourne, Vic."," Aug 19, 2021",0,26.83333333,8.285714286,42,Burnet,,,0.005677072,7,0,-1,1,-0.142857143
637," Victoria records 57 new local COVID-19 cases, 44 quarantined while infectious:   Premier Daniel Andrews says the h ighest daily number of infections so far this year, with most in quarantine, shows the ""system working exactly as it should work"".", ABC Premium News; Sydney," Aug 18, 2021",0,27.13432836,8.537313433,67,,Doherty,Blakely,0.044229414,46,12,-1,4,-0.029411765
638, Most workers support Covid-19 vaccination passports," The Australian (Online); Canberra, A.C.T."," Aug 18, 2021",0,27.5625,8.75,16,,Doherty,Thompson,0.056704352,6,0,0,0,0
639, Coronavirus Australia live news: NSW peaks again with 633 cases: Vic records 24 new local cases; NZ situation worsens," The Australian (Online); Canberra, A.C.T."," Aug 18, 2021",1,30.47619048,9.095238095,84,,,,0.036254316,22,2,0,0,0
640, Covid-19 Australia: Victoria and Tasmania restricts travel from NZ as Peter Dutton sends troops to NSW-QLD border," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 18, 2021",0,27.98019802,9.693069307,101,,Doherty,,0.053937721,18,4,-1,0,-0.071428571
641, Australia on track for catastrophe: expert, AAP General News Wire; Sydney," Aug 18, 2021",0,21.2,6.4,10,Burnet,,,-0.056355573,7,2,0,1,0
642," Greater Sydney's new COVID rules 'confusing' residents in Central Coast, Blue Mountains and Illawarra:   The tightening of Greater Sydney's lockdown rules prompts debate about how they apply in the fringe regions of the Central Coast, Illawarra and Blue Mountains.", ABC Premium News; Sydney," Aug 18, 2021",0,23.23333333,7.2,30,Burnet,,,0.011457374,46,11,2,2,0.057142857
643, Top End ponders kid care strategy," The Australian; Canberra, A.C.T."," Aug 18, 2021",0,30.11764706,10.58823529,17,Burnet,Doherty,,0.036311528,6,0,0,0,0
644, Top End ponders kid care strategy," The Australian; Canberra, A.C.T."," Aug 18, 2021",0,30.11764706,10.58823529,17,Burnet,Doherty,,0.036311528,6,0,0,0,0
645, Jabs likely to wane but are boosters fair?," The Age; Melbourne, Vic."," Aug 18, 2021",0,23.75,8.071428571,28,,Doherty,,0.008423757,9,3,0,0,0
646, Booster ethics queried amid jab inequality," Sydney Morning Herald; Sydney, N.S.W."," Aug 18, 2021",0,24,8.2,25,,Doherty,,-0.010844777,6,0,0,1,0
647, Overnight success or overreach: Views divided on curfew," The Age; Melbourne, Vic."," Aug 18, 2021",0,31.625,10.6875,16,,,Thompson,-0.025554312,9,2,1,0,0.142857143
648, Northern Territory ponders children Covid-19 care strategy," The Australian (Online); Canberra, A.C.T."," Aug 17, 2021",0,29.9375,10.6875,16,Burnet,Doherty,,0.037826167,7,0,1,0,0.142857143
649, Covid-19 Australia: Labor senator Katy Gallagher in ‘strict quarantine’ as daughter tests positive for Covid," The Daily Telegraph (Online); Surrey Hills, N.S.W."," Aug 17, 2021",0,25.625,8.840909091,88,,Doherty,,0.028309619,18,3,1,1,0.066666667
650," Victorian Premier Daniel Andrews says Covid-19 vaccination, testing ‘best way forward’"," News.com.au; Sydney, N.S.W."," Aug 17, 2021",0,29,11.72222222,18,,Doherty,,0.027203984,14,0,1,0,0.071428571
651, No clarity on opening up state with 80pc coverage," The Courier - Mail; Brisbane, Qld."," Aug 17, 2021",0,26.375,10.125,8,,Doherty,,0.041792929,9,3,0,0,0
652, No clarity on opening up state with 80pc coverage," The Courier - Mail; Brisbane, Qld."," Aug 17, 2021",0,26.375,10.125,8,,Doherty,,0.041792929,9,3,0,0,0
653, No clarity on opening up state with 80pc coverage," The Courier - Mail; Brisbane, Qld."," Aug 17, 2021",0,26.375,10.125,8,,Doherty,,0.041792929,9,3,0,0,0
654, Business leader backs vaccination message in fight against COVID," Port Macquarie News; Port Macquarie, N.S.W."," Aug 17, 2021",0,22.29166667,6.791666667,24,,Doherty,,0.090400119,9,2,0,1,0
655, Curfew back as the city teeters on 'cliff edge'," The Age; Melbourne, Vic."," Aug 17, 2021",0,26.43243243,9.162162162,37,Burnet,,,0.006073582,10,3,0,0,0
656," 22 new Covid cases; Melbourne curfew returns, lockdown extended for two weeks", Herald Sun (Online); Melbourne," Aug 16, 2021",1,27.72,9.9,50,,,,0.015507341,14,1,1,0,0.076923077
657, Annastacia Palaszczuk tight-lipped on Covid strategy once Queensland reaches vaccination target," The Courier - Mail (Online); Brisbane, Qld."," Aug 16, 2021",0,33.52631579,12.52631579,19,,Doherty,,0.034679833,11,2,0,0,0
658," Coronavirus Australia live news: NSW records 478 cases, 7 deaths; Melbourne’s curfew back with 22 new Vic cases; 19 cases in ACT, NT snap lockdowns"," The Australian (Online); Canberra, A.C.T."," Aug 16, 2021",1,29.42857143,9.89010989,91,,,,0.027008827,32,3,-1,1,-0.034482759
659, ‘Can I finish?’: Gladys Berejiklian fires up over zero covid in NSW," News.com.au; Sydney, N.S.W."," Aug 16, 2021",0,34.52380952,13.28571429,21,,Doherty,,0.010445132,16,3,0,1,0
660," Pfizer COVID vaccination available for 16-29 age group in WA as border restrictions row flares up:   The COVID-19 vaccination program in WA is expanded to include people aged 16 to 29, as the Prime Minister questions Premier Mark McGowan's suggestion the state's borders could be shut even after vaccination rates hit 80 per cent.", ABC Premium News; Sydney," Aug 16, 2021",0,25.74358974,8.615384615,39,,Doherty,,0.032151366,59,13,-1,1,-0.02173913
661, National concern mounts as virus persists, AAP General News Wire; Sydney," Aug 16, 2021",1,19.91666667,6.25,12,,,,-0.051036292,6,1,-1,0,-0.2
662, National concern mounts as virus persists, AAP Bulletin Wire; Sydney," Aug 16, 2021",0,21.61538462,7,26,,Doherty,,0.031956322,6,1,-1,0,-0.2
663, Youth in Pole position," The Courier - Mail; Brisbane, Qld."," Aug 16, 2021",0,26,9.1875,16,,Doherty,,0.033159751,4,1,0,0,0
664, Business anger as state goes it alone on borders," The Australian; Canberra, A.C.T."," Aug 16, 2021",0,26.65,9,20,,Doherty,,0.016109493,9,3,-1,0,-0.166666667
665, National concern mounts as virus persists, AAP General News Wire; Sydney," Aug 16, 2021",0,21.61538462,7,26,,Doherty,,0.031956322,6,1,-1,0,-0.2
666, Business anger as state goes it alone on borders," The Australian; Canberra, A.C.T."," Aug 16, 2021",0,26.65,9,20,,Doherty,,0.016109493,9,3,-1,0,-0.166666667
667," NSW, the iso state"," Herald Sun; Melbourne, Vic."," Aug 16, 2021",0,34.125,12.875,16,,Doherty,,0.035829499,5,1,0,0,0
